user_id,user_hash,age_group,city_level,register_days,total_pay_amount,is_vip,prefer_categories,session_duration_mean,session_duration_sum,session_duration_count,browse_count_mean,browse_count_sum,click_count_mean,click_count_sum,like_count_mean,like_count_sum,comment_count_sum,share_count_sum,avg_session_duration,total_duration,active_days_window,total_browse,avg_browse,total_click,total_like,total_interaction,click_through_rate,like_rate,active_hour_mean,active_hour_std,sessions_7d,sessions_14d,decay_ratio,days_since_last_active,churn_label,is_churned_30d,is_new_user,pay_level
user_00000,934e0313,35-44,一线城市,311,349.01,True,"财经,体育,娱乐",1858.5833333333333,22303.0,12.0,29.583333333333332,355.0,5.833333333333333,70.0,2.0833333333333335,25.0,10.0,0.0,1858.5833333333333,22303.0,12.0,355.0,29.583333333333332,70.0,25.0,105.0,0.19718309859154928,0.35714285714285715,14.25,4.634357854899935,12.0,16.0,1.5,0.0,活跃,0,0,200-500
user_00001,d6175048,35-44,三线及以下,119,158.52,True,"科技,时尚,娱乐,美食,游戏",3220.0,3220.0,1.0,37.0,37.0,5.0,5.0,1.0,1.0,0.0,0.0,3220.0,3220.0,1.0,37.0,37.0,5.0,1.0,6.0,0.13513513513513514,0.2,10.0,0.0,1.0,6.0,0.3333333333333333,2.0,活跃,0,0,50-200
user_00002,7bec8d4d,25-34,一线城市,233,394.31,True,"财经,美食,教育,游戏,科技",1928.75,7715.0,4.0,27.75,111.0,6.25,25.0,2.25,9.0,1.0,1.0,1928.75,7715.0,4.0,111.0,27.75,25.0,9.0,36.0,0.22522522522522523,0.36,19.5,0.9999999999999997,4.0,15.0,0.5333333333333333,0.0,活跃,0,0,200-500
user_00003,121ab9bf,35-44,一线城市,462,656.91,True,"教育,体育,财经,游戏",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,深度流失,1,0,500+
user_00004,e0381ad0,25-34,一线城市,129,129.75,True,"生活,教育,科技,时尚",2151.6363636363635,23668.0,11.0,26.363636363636363,290.0,6.2727272727272725,69.0,1.8181818181818181,20.0,0.0,0.0,2151.6363636363635,23668.0,11.0,290.0,26.363636363636363,69.0,20.0,89.0,0.23793103448275862,0.2898550724637681,14.636363636363637,4.031692628976749,11.0,19.0,1.1578947368421053,0.0,活跃,0,0,50-200
user_00005,5d54cae4,25-34,一线城市,417,129.76,True,"旅游,教育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,深度流失,1,0,50-200
user_00006,5bbcbde0,45-54,二线城市,400,673.76,True,"娱乐,科技,财经",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,深度流失,1,0,500+
user_00007,f3aec7b3,35-44,三线及以下,268,430.23,True,"游戏,教育",2171.3125,34741.0,16.0,25.6875,411.0,5.375,86.0,1.9375,31.0,7.0,0.0,2171.3125,34741.0,16.0,411.0,25.6875,86.0,31.0,124.0,0.20924574209245742,0.36046511627906974,14.5625,5.68000880281008,16.0,24.0,1.3333333333333333,1.0,活跃,0,0,200-500
user_00008,3086a4c1,25-34,三线及以下,196,59.16,False,"生活,财经,教育,时尚",1802.0,3604.0,2.0,21.0,42.0,6.0,12.0,1.5,3.0,0.0,0.0,1802.0,3604.0,2.0,42.0,21.0,12.0,3.0,15.0,0.2857142857142857,0.25,15.5,2.1213203435596424,2.0,6.0,0.6666666666666666,1.0,活跃,0,0,50-200
user_00009,de4c4785,55+,二线城市,653,362.77,True,"旅游,财经,体育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,深度流失,1,0,200-500
user_00010,577bc522,25-34,新一线,685,60.97,False,"生活,科技,财经",1792.8,17928.0,10.0,22.7,227.0,5.4,54.0,1.7,17.0,2.0,0.0,1792.8,17928.0,10.0,227.0,22.7,54.0,17.0,73.0,0.23788546255506607,0.3148148148148148,15.0,5.41602560309064,10.0,30.0,0.6666666666666666,0.0,活跃,0,0,50-200
user_00011,2c102670,45-54,三线及以下,440,60.28,False,"娱乐,财经,生活,时尚",1671.5454545454545,18387.0,11.0,24.09090909090909,265.0,7.0,77.0,2.5454545454545454,28.0,5.0,1.0,1671.5454545454545,18387.0,11.0,265.0,24.09090909090909,77.0,28.0,111.0,0.29056603773584905,0.36363636363636365,15.090909090909092,4.8673307973579405,11.0,17.0,1.2941176470588236,0.0,活跃,0,0,50-200
user_00012,cb3c7343,35-44,新一线,688,272.59,True,"体育,教育,时尚,娱乐,生活",2157.5714285714284,15103.0,7.0,19.285714285714285,135.0,5.285714285714286,37.0,1.4285714285714286,10.0,6.0,0.0,2157.5714285714284,15103.0,7.0,135.0,19.285714285714285,37.0,10.0,53.0,0.2740740740740741,0.2702702702702703,15.571428571428571,5.652643713553947,7.0,19.0,0.7368421052631579,3.0,活跃,0,0,200-500
user_00013,86371b5a,25-34,新一线,628,0.0,False,"时尚,游戏,生活,娱乐,旅游",1950.0,11700.0,6.0,24.0,144.0,5.333333333333333,32.0,2.0,12.0,4.0,0.0,1950.0,11700.0,6.0,144.0,24.0,32.0,12.0,48.0,0.2222222222222222,0.375,13.166666666666666,4.956477243634502,6.0,7.0,1.7142857142857142,1.0,活跃,0,0,0元
user_00014,474be967,25-34,一线城市,78,0.0,False,"体育,时尚",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,深度流失,1,0,0元
user_00015,67c1d9f0,35-44,新一线,95,31.31,False,"游戏,美食,教育,旅游,科技",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,深度流失,1,0,0-50
user_00016,f149c33a,35-44,一线城市,579,0.0,False,"生活,娱乐,教育,财经",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,轻度沉睡,0,0,0元
user_00017,be90e79e,18-24,一线城市,299,294.27,True,"旅游,娱乐,教育",1270.8,6354.0,5.0,32.8,164.0,7.0,35.0,1.4,7.0,0.0,0.0,1270.8,6354.0,5.0,164.0,32.8,35.0,7.0,42.0,0.21341463414634146,0.2,14.6,4.979959839195493,5.0,12.0,0.8333333333333334,3.0,活跃,0,0,200-500
user_00018,75a31fb9,45-54,二线城市,233,0.0,False,"生活,体育,科技",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,深度流失,1,0,0元
user_00019,a88e4bbe,25-34,新一线,144,0.0,False,"教育,财经,科技,娱乐",1946.6,9733.0,5.0,31.8,159.0,6.6,33.0,1.8,9.0,1.0,2.0,1946.6,9733.0,5.0,159.0,31.8,33.0,9.0,45.0,0.20754716981132076,0.2727272727272727,16.0,6.6332495807108,5.0,9.0,1.1111111111111112,1.0,活跃,0,0,0元
user_00020,6bba1967,45-54,三线及以下,117,639.69,True,"娱乐,旅游,体育,时尚,生活",1829.0,3658.0,2.0,32.5,65.0,9.5,19.0,3.5,7.0,0.0,0.0,1829.0,3658.0,2.0,65.0,32.5,19.0,7.0,26.0,0.2923076923076923,0.3684210526315789,20.0,4.242640687119285,2.0,11.0,0.36363636363636365,5.0,轻度沉睡,0,0,500+
user_00021,9966a391,25-34,二线城市,301,132.27,True,"财经,旅游,时尚,生活,体育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,轻度沉睡,0,0,50-200
user_00022,770b20e5,25-34,二线城市,412,220.26,True,"旅游,美食,娱乐,时尚,游戏",1456.0,14560.0,10.0,26.8,268.0,6.4,64.0,2.1,21.0,3.0,2.0,1456.0,14560.0,10.0,268.0,26.8,64.0,21.0,90.0,0.23880597014925373,0.328125,13.4,4.575295983139597,10.0,17.0,1.1764705882352942,3.0,活跃,0,0,200-500
user_00023,be9fc9f0,18-24,一线城市,597,0.0,False,"时尚,财经,科技",1192.75,14313.0,12.0,33.666666666666664,404.0,7.25,87.0,2.75,33.0,3.0,1.0,1192.75,14313.0,12.0,404.0,33.666666666666664,87.0,33.0,124.0,0.21534653465346534,0.3793103448275862,13.75,5.310795181001189,12.0,12.0,2.0,3.0,活跃,0,0,0元
user_00024,3f51ce77,18-24,二线城市,264,36.69,False,"科技,生活",1598.3333333333333,4795.0,3.0,31.0,93.0,4.666666666666667,14.0,1.6666666666666667,5.0,1.0,0.0,1598.3333333333333,4795.0,3.0,93.0,31.0,14.0,5.0,20.0,0.15053763440860216,0.35714285714285715,12.333333333333334,0.5773502691896255,3.0,12.0,0.5,2.0,活跃,0,0,0-50
user_00025,f56c95be,18-24,新一线,715,233.28,True,"财经,旅游,体育,生活,教育",1153.6,5768.0,5.0,33.6,168.0,8.8,44.0,3.0,15.0,3.0,4.0,1153.6,5768.0,5.0,168.0,33.6,44.0,15.0,66.0,0.2619047619047619,0.3409090909090909,16.2,6.180614856144977,5.0,13.0,0.7692307692307693,0.0,活跃,0,0,200-500
user_00026,6027b9b8,25-34,新一线,514,0.0,False,"财经,娱乐,旅游,生活,时尚",2074.6923076923076,26971.0,13.0,30.307692307692307,394.0,7.076923076923077,92.0,2.3076923076923075,30.0,7.0,5.0,2074.6923076923076,26971.0,13.0,394.0,30.307692307692307,92.0,30.0,134.0,0.233502538071066,0.32608695652173914,16.692307692307693,4.308607961291276,13.0,23.0,1.1304347826086956,1.0,活跃,0,0,0元
user_00027,793731a5,25-34,新一线,85,312.71,True,"科技,游戏",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,深度流失,1,0,200-500
user_00028,d3885361,35-44,三线及以下,141,19.81,False,"财经,时尚,美食",1189.5,4758.0,4.0,30.0,120.0,9.5,38.0,2.5,10.0,2.0,2.0,1189.5,4758.0,4.0,120.0,30.0,38.0,10.0,52.0,0.31666666666666665,0.2631578947368421,18.75,5.251983752196244,4.0,13.0,0.6153846153846154,1.0,活跃,0,0,0-50
user_00029,522b2993,18-24,一线城市,503,112.49,True,"娱乐,美食,时尚",1998.8,39976.0,20.0,29.4,588.0,7.55,151.0,2.3,46.0,11.0,1.0,1998.8,39976.0,20.0,588.0,29.4,151.0,46.0,209.0,0.2568027210884354,0.304635761589404,14.95,5.6519675195550505,20.0,38.0,1.0526315789473684,0.0,活跃,0,0,50-200
user_00030,ff27d75d,18-24,三线及以下,45,19.49,False,"财经,体育",1722.5,13780.0,8.0,18.5,148.0,3.5,28.0,0.625,5.0,4.0,1.0,1722.5,13780.0,8.0,148.0,18.5,28.0,5.0,38.0,0.1891891891891892,0.17857142857142858,14.375,5.629958132298016,8.0,20.0,0.8,0.0,活跃,0,0,0-50
user_00031,009d13c4,25-34,新一线,440,755.68,True,"体育,游戏",1836.2142857142858,25707.0,14.0,24.785714285714285,347.0,5.857142857142857,82.0,1.8571428571428572,26.0,11.0,3.0,1836.2142857142858,25707.0,14.0,347.0,24.785714285714285,82.0,26.0,122.0,0.23631123919308358,0.3170731707317073,15.357142857142858,5.182917842551371,14.0,26.0,1.0769230769230769,1.0,活跃,0,0,500+
user_00032,10d0d22b,18-24,新一线,495,195.95,True,"游戏,旅游,美食,娱乐",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,深度流失,1,0,50-200
user_00033,18570d67,18-24,新一线,89,0.0,False,"生活,科技",1508.0,21112.0,14.0,36.785714285714285,515.0,8.5,119.0,2.7142857142857144,38.0,1.0,2.0,1508.0,21112.0,14.0,515.0,36.785714285714285,119.0,38.0,160.0,0.23106796116504855,0.31932773109243695,13.857142857142858,5.126959555693247,14.0,20.0,1.4,0.0,活跃,0,0,0元
user_00034,cc51941a,18-24,新一线,573,446.76,True,"科技,旅游,娱乐",1886.5555555555557,16979.0,9.0,18.666666666666668,168.0,4.222222222222222,38.0,1.1111111111111112,10.0,7.0,0.0,1886.5555555555557,16979.0,9.0,168.0,18.666666666666668,38.0,10.0,55.0,0.2261904761904762,0.2631578947368421,17.333333333333332,5.049752469181039,9.0,22.0,0.8181818181818182,0.0,活跃,0,0,200-500
user_00035,95465751,45-54,一线城市,99,0.0,False,"游戏,娱乐,财经",2001.8333333333333,12011.0,6.0,25.666666666666668,154.0,7.5,45.0,3.0,18.0,2.0,0.0,2001.8333333333333,12011.0,6.0,154.0,25.666666666666668,45.0,18.0,65.0,0.2922077922077922,0.4,13.833333333333334,3.2506409624359724,6.0,6.0,2.0,3.0,活跃,0,0,0元
user_00036,512128a0,25-34,一线城市,113,262.66,True,"时尚,旅游,生活,体育,娱乐",1472.8947368421052,27985.0,19.0,31.473684210526315,598.0,7.7894736842105265,148.0,2.210526315789474,42.0,18.0,2.0,1472.8947368421052,27985.0,19.0,598.0,31.473684210526315,148.0,42.0,210.0,0.24749163879598662,0.28378378378378377,15.105263157894736,5.021008495888996,19.0,27.0,1.4074074074074074,1.0,活跃,0,0,200-500
user_00037,ca617458,35-44,新一线,301,0.0,False,"体育,教育,美食,时尚,科技",1690.6,8453.0,5.0,22.2,111.0,5.8,29.0,1.6,8.0,0.0,0.0,1690.6,8453.0,5.0,111.0,22.2,29.0,8.0,37.0,0.26126126126126126,0.27586206896551724,15.8,3.96232255123179,5.0,5.0,2.0,0.0,活跃,0,0,0元
user_00038,072bf4b1,18-24,二线城市,606,0.0,False,"娱乐,旅游",2201.3333333333335,6604.0,3.0,28.666666666666668,86.0,7.0,21.0,2.6666666666666665,8.0,0.0,0.0,2201.3333333333335,6604.0,3.0,86.0,28.666666666666668,21.0,8.0,29.0,0.2441860465116279,0.38095238095238093,18.333333333333332,4.041451884327381,3.0,18.0,0.3333333333333333,3.0,活跃,0,0,0元
user_00039,e5036763,18-24,新一线,387,259.06,True,"财经,生活",2561.8,12809.0,5.0,25.8,129.0,6.6,33.0,2.6,13.0,5.0,0.0,2561.8,12809.0,5.0,129.0,25.8,33.0,13.0,51.0,0.2558139534883721,0.3939393939393939,16.6,3.2863353450309964,5.0,12.0,0.8333333333333334,1.0,活跃,0,0,200-500
user_00040,263564d2,25-34,新一线,586,421.54,True,"时尚,旅游,科技,生活",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,深度流失,1,0,200-500
user_00041,c8559066,45-54,新一线,709,251.41,True,"体育,教育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,轻度沉睡,0,0,200-500
user_00042,17b043de,18-24,一线城市,596,165.31,True,"教育,时尚,财经",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,深度流失,1,0,50-200
user_00043,30ecbe5f,35-44,新一线,679,109.67,True,"旅游,美食,教育,游戏",1743.7,34874.0,20.0,28.6,572.0,6.25,125.0,2.5,50.0,10.0,3.0,1743.7,34874.0,20.0,572.0,28.6,125.0,50.0,188.0,0.21853146853146854,0.4,14.75,4.529145382380305,20.0,20.0,2.0,0.0,活跃,0,0,50-200
user_00044,ff36417f,18-24,二线城市,313,0.0,False,"科技,生活",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,轻度沉睡,0,0,0元
user_00045,6a20881a,35-44,二线城市,298,0.0,False,"美食,旅游,游戏",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,深度流失,1,0,0元
user_00046,8638cc19,25-34,一线城市,182,61.81,False,"生活,旅游",2663.8333333333335,15983.0,6.0,26.5,159.0,5.5,33.0,2.0,12.0,7.0,2.0,2663.8333333333335,15983.0,6.0,159.0,26.5,33.0,12.0,54.0,0.20754716981132076,0.36363636363636365,13.833333333333334,1.9407902170679516,6.0,17.0,0.7058823529411765,4.0,轻度沉睡,0,0,50-200
user_00047,b13dea1f,18-24,一线城市,345,517.14,True,"科技,生活,财经,旅游",1602.2,16022.0,10.0,29.9,299.0,7.8,78.0,2.9,29.0,4.0,1.0,1602.2,16022.0,10.0,299.0,29.9,78.0,29.0,112.0,0.2608695652173913,0.3717948717948718,15.0,4.396968652757639,10.0,18.0,1.1111111111111112,0.0,活跃,0,0,500+
user_00048,cf092333,18-24,一线城市,603,303.09,True,"时尚,体育,财经,游戏,娱乐",1627.909090909091,17907.0,11.0,25.545454545454547,281.0,5.454545454545454,60.0,1.9090909090909092,21.0,8.0,5.0,1627.909090909091,17907.0,11.0,281.0,25.545454545454547,60.0,21.0,94.0,0.21352313167259787,0.35,15.818181818181818,4.020402512639296,11.0,14.0,1.5714285714285714,1.0,活跃,0,0,200-500
user_00049,982be76b,55+,三线及以下,452,0.0,False,"体育,生活",1528.5,3057.0,2.0,25.5,51.0,7.0,14.0,2.5,5.0,1.0,2.0,1528.5,3057.0,2.0,51.0,25.5,14.0,5.0,22.0,0.27450980392156865,0.35714285714285715,15.5,0.7071067811865476,2.0,16.0,0.25,6.0,轻度沉睡,0,0,0元
